69862 16243
21968 6389 988017516
67950 41402 473484358
1284 23893 930706600
35370 51546 930319713
17969 41935 505768706
39965 48695 175467967
67653 50472 628501842
14203 48640 57166105
2723 6595 103128633
60015 25594 766084900
35380 15190 210364031
29602 21467 724938533
20277 20206 777763283
32198 14515 183392563
48646 51306 91260812
46158 24308 210022543
24961 23079 586474809
11996 65525 360037737
18420 68044 504152095
23339 49440 165485248
48752 50447 730960843
39787 9668 281406
2810 56184 328288299
47970 43168 532963367
12163 5856 225268209
13576 49599 34516222
47242 36934 456910526
5276 45361 642088716
1890 48907 181901693
11475 55939 639790297
48568 36488 83458755
570 3511 924726367
65349 63792 700660493
59961 60093 410367409
3964 4171 57685413
5938 6137 882914295
18168 37406 807489797
28152 9452 877324112
64356 65288 433679804
35097 26047 365233564
20101 40622 27545117
35263 69805 326652500
10469 31818 778897083
38439 55693 612137564
13845 15990 91556256
17968 42388 990679789
6932 4432 328537214
69147 69178 164371370
23665 55541 317413770
37208 8677 294938827
59865 61906 457465427
40753 38904 512326484
46292 55828 457933851
66659 22241 651220335
12364 4924 71454740
62843 16427 792781657
10075 30908 237611144
45762 40017 814208708
66886 69843 881656131
46968 63904 348181917
20562 1747 326461569
21877 37113 491427300
21481 29011 283147848
37239 61490 630591673
12369 12091 608366282
56781 61198 844347440
39566 9766 129648532
14161 43187 217055379
43939 41926 361907974
38904 59176 502020937
35269 56564 501029181
57579 51793 681264579
31190 19321 587274280
14713 57756 32926631
5069 43529 26041834
36018 51295 702677638
68270 8980 856736239
26863 33771 94564808
18128 40447 737050874
5542 2404 973971537
3850 51028 726372063
31445 41246 424981524
28364 39042 327846579
41213 57547 275661433
22982 34820 299539004
31216 57384 837729805
40974 3682 435201375
41699 49456 366960243
17932 3047 773672417
30985 32250 770521630
27928 27241 631449621
48144 15345 569655406
64162 3056 275954521
40214 47862 744372590
52010 41376 766518874
46317 928 715621493
40557 45092 482304250
62713 43018 704950843
31925 37776 383827519
40168 30706 880906047
63872 31207 573823316
69517 58330 167948676
43392 43337 396400996
28478 12225 8076689
6506 341 679949138
23613 21111 263853071
15084 28145 239592396
53960 11793 255837486
29518 3 99330614
4857 16482 279906786
56321 39377 877024054
27934 40413 414565068
66064 32112 206709017
15456 59114 187041735
35799 67597 356585729
66846 26284 107419664
20158 12986 85036731
25250 66618 269656903
33958 11326 593980351
50422 34411 551801325
34374 30080 539348586
50438 39026 859889965
58983 59779 601340256
21542 3115 362287064
15066 66663 325076534
11799 15697 847345537
26406 48451 478610013
48833 51890 551269979
27938 65355 432570135
46178 15414 164580739
43957 14355 608256211
58568 58323 689013935
16990 5377 78284687
67571 67364 718203497
2861 32342 946565575
41780 36123 785897829
4213 43750 323836010
54404 50466 610510513
69496 37627 880925350
31997 27811 767553852
41088 27213 573716817
7912 36901 993062217
6862 9458 74993570
68535 14676 421958265
68328 8021 196899650
35884 35162 513330388
60129 25740 318569696
32106 43248 661937704
66204 34699 151100895
45926 9141 106746746
18714 42239 378430251
26143 3910 543302822
45883 11049 746003075
49829 55601 307294754
1687 53456 741542418
44093 6480 862308696
27977 1959 595554735
30837 44907 891844657
39545 39516 475353243
41372 66964 524782425
697 22488 171770038
59039 5820 726998677
46439 8522 387307035
5698 30103 765511000
28703 59263 175248337
67194 63741 308177980
38502 13687 32876129
38648 21910 731548261
17612 38675 190328987
57963 41908 96730841
43652 19193 104409307
33812 22211 857303177
64457 46295 695304368
67769 26244 871408804
52313 51416 695784060
59296 52704 646009210
69087 52291 946305689
60998 65097 596464942
55977 36104 794041818
1676 52286 98805864
54046 6812 106144250
10982 27856 34731206
15136 38417 996426365
55811 39308 854351065
36622 4973 837210125
33864 67985 776556644
17909 11096 363989782
8309 13590 964364876
34673 67120 83951842
2392 37014 76191514
25630 2579 337368813
17764 52677 923996078
60375 14753 374916921
65233 17907 9414566
3636 36114 807344706
37884 60179 35316043
24608 35696 549593280
50400 22597 486133505
11277 48601 105907839
38231 45910 510350691
28652 67991 872216485
36365 10201 669409057
9315 63282 654085970
477 884 64841752
52292 66224 337777129
66482 35981 453349527
763 32875 457370609
61010 22104 292726098
41828 17041 360845123
46365 40098 723352198
24268 44586 208474838
5367 68158 596417148
61559 4153 71576225
32156 59324 84841822
12718 54500 568098686
29706 42698 169998722
33411 20374 619587261
22575 13309 546087916
20891 52845 798538001
40976 19797 97490456
6611 45405 715500439
38179 45552 597037391
41631 62477 314032060
34771 48075 610294858
18755 4133 838393477
7864 62814 382388743
65892 7252 122913336
19011 44723 725524114
25114 28190 381202388
40561 10481 727683058
67800 58842 74643548
34858 58790 18236678
5332 29369 971642431
56809 21398 285120906
33876 25557 789251482
13920 7904 162427533
62130 50496 168926686
66395 27286 709163057
20733 28413 593105996
15327 3737 892644369
34048 1519 329823440
5588 2556 56110912
6950 7088 216257215
26409 33960 168523516
69020 29043 512500184
21079 67534 668057416
47058 11187 902785312
28678 64257 627397670
31878 35309 863306372
61725 22112 633642190
37104 52956 146380135
63357 10026 107458236
6846 10576 644366831
57254 34272 629701733
69440 53492 63057915
34157 53685 105111146
21994 45398 849295130
41353 54027 590574111
23270 19196 598554671
69467 62275 785097468
64595 58198 844571077
58412 52112 391521203
47682 12809 177134949
5170 31112 897976609
48333 11640 951134988
37726 41817 357871321
25970 38301 508377490
48056 42923 461896818
47516 39376 278981369
37148 68519 3326816
69740 53114 529373732
3573 24626 896769335
32135 33380 34210352
30614 22969 783896498
18792 50479 427543131
35545 35510 881830095
48635 55364 758321667
50112 51406 940361445
56954 9822 844782342
2198 6594 43746585
57793 38247 79480396
28215 59249 27553371
66861 52292 69642561
35058 24754 662372762
14327 49705 70948840
47746 36231 373202215
48809 19978 660822537
60411 61591 807332587
16135 64905 996570697
25920 8520 503226404
44704 31602 830798744
55182 69546 887587653
28495 63633 512926608
1259 4980 854738093
9945 69666 574798773
34613 52969 717975273
42317 12800 339591598
16563 42403 826964037
8060 42981 208913053
26644 9570 166390033
61696 29044 181862276
52875 14592 961598976
35810 43216 929346367
48982 55919 362460336
26603 24840 143321960
51612 45341 813630588
46473 58721 786931240
41671 44560 545013349
61619 64225 234909570
2965 15755 948104928
37752 34340 941191013
12887 707 833125080
13307 45138 650788008
10792 43375 676137698
40802 41320 813225531
69168 22780 887337946
12683 4079 966875201
53093 24328 992618500
51143 58340 136445443
42639 59696 793640152
44770 53872 505292435
44910 22317 373874691
39556 49263 4286482
1234 40520 682482907
57802 52455 21053397
63159 68993 347979023
7050 65049 833230939
56833 23577 919915657
10058 5408 776059384
9650 19792 978047533
39756 16164 73411833
59901 64489 383902533
20470 37611 478232407
52933 32760 670367603
17908 54909 211194156
18539 42329 59011394
41386 28268 965240665
53552 14613 535761835
8621 47174 266651849
6079 38268 274616341
38749 37605 90535607
46946 32352 459312505
49026 17470 610500203
1337 59834 40868862
4391 24554 721352390
1698 65013 498563888
43126 33726 350484379
6653 36058 537443415
17696 57961 821057289
35491 30832 432559183
17509 54983 850371267
41004 67899 426516809
32636 1730 126920145
5328 45604 9464453
65846 17830 640615438
1243 32468 545469564
41706 57804 486594519
33680 65686 359841778
18576 10762 942609252
45220 53949 103243375
53465 48933 980647259
69304 8314 884737090
44812 23080 967593706
32216 56256 903670669
43415 55019 355266933
18055 69625 519028716
36324 50395 689451927
13856 48614 402621619
10510 67589 56159523
3221 32046 330817940
23777 58832 500734198
50520 46792 990712702
56046 27016 167463303
38441 31147 993551148
15148 44187 581310835
10499 28616 210119340
30770 55237 200588114
33554 31442 213010562
2504 48233 290403210
51048 35563 441971420
47509 66333 566843854
23126 67054 19963504
30200 48970 770731196
57377 13111 438268540
66420 33395 810445595
17311 269 583388772
3033 38541 315300463
40708 558 685762629
56543 6311 416693364
25005 54284 342646749
68302 53974 581133654
5881 43067 438814091
6960 10680 327455246
2582 47150 626128009
38304 48489 689162104
16936 7767 750816828
58637 16257 864719220
35252 57993 580928063
52553 24145 313210203
65017 6909 3012830
29797 34777 554959839
28598 68817 811776596
24307 1408 839375984
15422 2438 575028740
1843 10204 12639952
23263 34534 885647859
36813 3848 300394055
25958 66858 447790004
7525 7962 812380914
6154 16399 402345723
26386 67228 989990870
50881 31414 829322012
797 15438 758896372
3656 54835 778185614
13030 19301 394976334
34593 2890 430169638
62860 49219 293129313
6151 28037 151745046
41472 29861 227448162
4043 25371 913070793
23040 30910 55945284
68535 62866 815688275
18272 11033 373504406
46679 41806 320155272
10099 44178 17106963
5362 31550 708071140
37681 4250 298357738
31050 65042 637221318
42866 41743 454065130
38362 43631 897259267
34373 35876 287896876
34782 65081 644120926
36100 18725 451145367
14580 35585 142612573
64357 39760 929783547
61353 59271 806410270
32145 33839 73386604
65134 7209 15397931
25461 38844 191760685
33846 33344 682039001
58016 10760 697261531
3987 46408 951379900
14083 35824 252965240
35259 7285 977815080
59650 55949 103363511
12005 60654 208507997
46678 12065 623913060
69765 55955 37714285
67946 64906 951010359
18276 10594 784309692
40211 16786 29720696
9267 18227 764858088
19987 10545 125152628
61854 43173 101500196
34862 43622 304733274
39559 39644 484976403
42680 27165 962870332
60053 33036 443167133
41063 11961 778992141
2523 38696 692622978
66070 27975 726231858
56091 67915 139551886
47947 66599 47555980
40965 15102 634857529
41775 12779 879432389
53522 30678 313847780
10004 42221 16702192
32510 15253 829276474
50505 21400 129154695
33256 44552 434891361
1761 49416 384390954
62377 47626 597186053
38771 60547 940094200
39084 43681 481450531
22778 20743 561236898
28314 60493 558578242
40929 14206 851673920
18554 18504 560907799
14586 28577 657826913
11842 26083 803531096
245 58966 321550716
60896 60591 123855899
22024 58723 982957775
30958 50793 311149545
62780 66985 95938251
19098 13612 98900074
10798 45020 274831613
69472 59077 410963302
40512 22215 823888083
46214 12049 580157309
60912 51298 802072694
67158 2479 362954740
42411 4751 831177985
39850 19715 85676753
61596 30491 14810746
53810 46149 624897683
51097 32627 217748055
41899 1344 431157328
53227 21540 950184716
41172 66072 505523715
15862 712 944905739
68707 3684 16073870
54905 48254 684353718
21214 43890 744293205
18690 11624 999083254
1596 37545 713820081
42804 47950 173396731
41677 24511 162906572
34581 28001 114533431
63324 44262 82599471
67545 15970 460699364
67548 43448 715358698
21493 44260 368932227
60628 17498 155979442
60083 59649 397046747
53950 68727 350222169
24484 62458 958363978
52266 30923 20341490
64111 56283 470233671
61471 23017 340947538
2023 13768 235219289
64637 57914 407655891
12965 19175 107675992
23834 9817 917484208
8742 6366 304670350
52795 29379 931504100
27419 16883 314716698
2181 35512 826534029
59251 10225 796197923
20612 43848 814052850
68165 18645 567584909
68702 9537 76234633
27229 27916 170368714
43603 63686 138801628
22777 45246 683597802
18079 22297 374761215
53351 38340 517288456
3659 992 714988953
42704 43323 579930774
8172 41286 642433531
26663 55982 65048305
31636 10574 689068404
8804 52315 232324569
66951 13493 112727177
55941 9563 55028428
6686 5883 855509635
59895 22118 791838687
46062 39056 66089305
63517 9328 895368453
12824 66394 982464109
50487 16295 264887917
98 15893 771254801
28023 8600 537977085
16736 12718 443071131
16145 8690 968803544
45532 43966 252130591
55526 11973 439790185
67018 13518 743340881
41679 45852 586489789
63407 30142 533372149
41089 12497 174430135
25697 58439 663457904
61890 27022 903073758
16132 21948 822857171
22974 1038 394917708
4543 32968 322828533
7888 31987 966504625
36484 36780 259393075
58598 35917 422705348
13586 39323 831837943
43714 41279 449756060
11912 40674 670565406
5260 10210 366999671
33991 34763 853998454
68658 40281 450131259
65341 32894 747825832
67210 3303 637860337
9356 17070 680169904
56321 22887 835208039
21286 4390 760429282
68414 50065 764014966
65267 44746 183802131
21740 41894 600204475
2494 24800 595044740
6575 64027 573558264
7920 59867 257540981
23835 19871 261067449
53238 47229 574121174
42650 19827 733305047
37479 12357 318018042
38334 43815 64840108
66988 28321 89491708
47795 53741 238183388
68157 35101 593184038
66534 19854 980747370
24857 36514 987609318
51794 11172 337974297
40247 4829 799000185
55377 36301 685766111
58632 27078 489232542
30454 60652 888447662
32546 5211 926887481
39293 32312 530551017
50105 33899 480939033
49081 59464 550816073
51411 30188 163730761
59026 22879 426344978
30831 2654 226880451
47267 28542 128516987
33897 16010 553910967
5239 65125 505269686
28994 38303 415139590
33373 2629 85665991
14642 16780 975134468
12074 50969 567785859
66730 62200 657082507
2158 27112 205978462
61981 13012 402427064
60734 44230 26562676
20850 20088 246313070
16867 67029 787096441
13855 4156 433734713
28987 66652 438945492
67119 54289 688506609
11708 18006 573291010
14788 27682 74261975
39994 44341 213639168
41325 38642 846051877
54684 67164 360438287
5754 55411 755687774
22653 32069 954213345
16527 1771 59519469
25843 28914 980781257
1642 31140 208295263
30534 8531 900499473
27981 50200 29565651
5875 13332 375333284
38667 9031 544960382
19661 59722 322738068
4432 55082 350595837
32705 329 793741733
61433 38209 106949347
32596 41611 405901883
15628 57052 565864843
58732 52465 942056485
63075 28221 484077174
37800 55247 2421392
12536 16691 170084417
45995 47814 833520642
58996 54996 406692633
6889 59638 85163572
32912 57530 571387997
44763 19397 573892601
47843 18892 285738424
10572 36383 780761174
45587 50933 512517380
60047 47086 508131519
65672 28655 214285188
64187 47908 738807717
14612 53868 444451887
8306 7561 336200024
50914 9867 61084606
48145 31767 149911893
52410 6976 959272792
20640 24751 656740992
60861 50424 966354926
6308 55023 274458981
6939 11786 972178670
64046 58907 201463622
48658 56120 473336288
67920 44169 802494127
9002 35326 239126332
68518 52453 687076121
35426 7791 428759592
55917 57225 93824263
754 16886 421210823
26175 3538 166863786
22269 28833 95509035
1377 16245 8816042
69558 42064 355839474
38574 6619 836646402
42732 27116 484866018
65680 48983 679023130
37308 61399 426104003
4811 57594 817522451
61951 23575 291779954
53918 49575 754327970
29160 11657 587612938
58613 14571 179124574
32242 17226 382002353
34886 51553 129361914
4503 63907 705634593
9558 31352 247571863
47837 24312 369599695
18094 38881 834465311
5614 68255 748408726
44559 57517 796209798
37048 47331 666078168
38471 19115 460136270
30952 64873 916995795
67168 13058 864333923
49751 55824 561597286
65809 5975 813154263
24423 59174 317276670
10214 24134 507929271
20880 49897 279465627
61792 58119 243816533
22924 32854 921610193
13596 36618 462430314
43036 35726 932646580
36228 63917 542336260
33983 322 673565951
26784 24841 79743566
55872 18227 204500652
45567 10748 624979156
8281 61795 785154832
39797 6971 761046701
51426 7956 509292174
9027 9077 402517546
55210 41440 748440566
14319 43913 214814885
68569 1304 165275221
26718 56237 453570199
18829 33417 682078758
41950 62728 250758502
55791 59070 963931579
66343 42043 605401356
50641 4844 284515177
42189 4890 776016467
40414 1175 22419996
22386 12465 878605678
62313 47252 164509722
33081 26461 664567955
29172 9186 523215918
24264 582 126438588
17384 16855 995287095
42822 60743 806879253
10426 31837 808139023
64153 51848 406754943
64793 18143 604227182
17724 35862 907293146
6948 51066 924903926
41321 56372 660384302
1831 67165 376520679
69848 3803 582098415
15281 22913 139310600
49812 9230 590491212
16697 16185 594675789
52234 69001 715879381
6368 17873 638490532
48340 3331 313009224
3825 20592 871041221
22746 36887 175685755
55313 58943 160432307
48470 57408 175528379
14723 58285 784500728
45603 45236 711699922
60083 17477 911583937
18314 34601 951250298
20456 27437 502907469
939 6797 825954748
24838 455 523880450
42818 66242 983998316
62189 37067 588497963
55286 444 943971130
13346 10408 372171226
5246 32958 715319926
36625 5724 912067724
40809 32458 750997970
62430 41481 565104823
37554 10594 563839152
17918 18306 461699085
18084 39204 491058862
25503 5048 802460110
40179 64402 229471038
7437 24234 263111490
2868 8965 98916256
48850 29255 836734072
2717 67905 894632072
11751 64541 236804678
5938 68509 454102869
64062 53263 453477082
1228 823 70094855
61396 18264 389774319
24938 39711 241053008
22761 20412 860383994
64863 9587 217852387
8392 41931 607818433
24411 12402 927232647
46347 67361 396047422
58548 5973 289664774
31665 40712 833954994
58635 20659 824465992
15119 38456 43692300
62067 16545 805339152
63724 50870 668953135
44641 678 174859237
21765 28362 46010463
44736 13399 115203230
8423 40393 40234471
62911 8818 427685570
34419 64134 909432343
54799 30965 169912339
10523 35706 118075077
52399 40129 987905291
54886 50769 326526577
66253 56048 378411503
50199 48785 158267377
28504 47140 887262493
8834 52715 499686534
48974 34138 84527014
52159 49261 40924471
2728 18380 756987485
17232 23725 4153986
13647 67553 611444989
31450 2348 966888878
42038 15953 67583298
36230 18591 64731859
38407 48628 198259947
60754 4408 77707483
5845 7835 178602215
69802 58003 289957445
68561 42511 649359905
25902 65369 357009753
61799 46338 636353295
58048 35385 575737624
3904 62409 719024987
63684 21830 578468712
25326 65432 418831680
34916 43193 471279068
66250 14665 108692897
63664 56760 701259304
22161 43085 207346033
21577 39202 289532061
10040 38202 513599478
43642 38160 994345843
34394 32271 761788033
19977 32066 129381768
6402 7503 574511932
60624 61112 521201968
50333 1657 573213210
7524 11931 401914906
32446 11464 207298338
2081 50018 486046276
17061 37178 248097695
27238 56555 933341121
48793 38133 966329150
65731 7336 74436741
53510 55251 793871116
21896 8949 916832363
25733 10498 709122983
8313 1674 805031567
20822 31815 985231333
64588 48686 502459515
34181 44125 252337850
27829 18311 16064113
15416 10902 746226024
9046 68647 917483580
20435 22655 298415148
8242 33264 110596349
43137 48676 589970331
39629 31058 152405833
48754 62359 789010484
65110 13394 732359420
40997 10528 50758807
38016 54792 539515420
16387 64282 412571374
33249 12624 716542743
18180 16766 533238154
32788 6953 412954016
18103 67165 770051086
44373 13968 265172480
39302 68227 813491601
52468 33264 246180310
19431 36305 462661622
38297 26298 186405987
59812 67933 701170421
52250 39834 540265669
10385 513 378852837
48363 1353 472783101
12383 31204 351222593
54479 19332 35562656
61221 56554 572082755
31750 63256 755269122
6218 6879 675239520
21395 23478 195157999
35933 33293 825900934
58419 68661 702617748
35998 12852 836696905
33493 31630 182724075
28698 37939 421944156
67481 20013 339261486
50476 38745 509061278
50059 37314 896690679
43029 10093 804731027
51211 52110 672865829
29312 28415 803703073
38308 27277 473231864
63077 20820 720210112
3720 48840 765929747
33727 22160 886668130
27941 36791 413424594
42003 18077 979706253
59099 65741 69051911
36062 16945 366096914
64030 60320 650768613
65835 26015 668987205
12709 28025 674701025
3914 52770 433083136
49945 36122 586337241
56935 5063 840329455
7473 1131 177581393
57709 58502 353674611
18078 4756 193658999
50069 3022 519987986
28409 21185 172856020
2274 38068 558126137
31701 61991 940790588
28749 50625 876309646
54830 43981 861675151
37949 19259 547443716
67208 38387 905902922
55959 62962 380166164
17311 20577 318948903
18638 40674 848624752
27613 69816 662950202
19503 15212 987708323
58196 46607 718597472
47358 39015 853352009
52791 68829 701371870
30203 9844 54105850
10770 34163 40390498
33396 24578 454536469
3485 26800 435084762
40213 43894 186068713
67779 69040 500252597
9223 24383 359553636
33891 48799 230785145
69425 3646 296612241
3040 36737 418260631
34052 65844 134170283
33975 35646 130138997
59031 61868 220777462
44377 50379 561041646
43823 17425 19222890
24366 17942 761103162
65437 9619 483897716
12848 35011 923221187
26333 69341 317355693
55960 13118 837681089
49332 45588 809974708
20780 64688 152341020
2005 19730 844456374
11371 2171 75536279
62519 26942 161487
66519 62640 917884040
62519 69861 101683469
31016 26231 341085749
41041 23010 553119118
64332 6415 848911192
33130 29832 102747559
59661 30305 803136443
18735 63593 405201213
15703 53558 618303119
69553 63283 251883260
23346 19728 311981494
63477 43729 284550405
17876 57942 233615815
49697 7798 54373217
66002 49846 628915332
68860 44489 732230753
13441 40415 61820138
16197 4182 895624784
69502 6429 869199758
31086 4999 751158496
25773 9206 499146535
55648 28085 52172672
68669 24755 357978235
55955 18825 798314991
20975 34238 643939912
11332 53742 980832242
45720 27968 909997810
10150 46009 651693282
7 52117 866595418
3976 52774 888136072
12636 20788 626199507
46251 5663 259968555
9242 10764 866617234
628 60655 11387616
25256 42603 249611358
22290 8639 727732890
48159 32608 919049994
55667 17804 481816225
36105 2734 343737160
30558 25763 33924556
36494 32082 554721632
1395 21425 55660290
49515 6620 35052696
1215 15944 944079790
10353 45843 537817614
27593 59106 518290084
29190 49145 932990711
32901 37285 130868843
53998 3891 224282971
42064 25358 810687281
49709 59768 297109919
4380 3772 96491479
7703 21920 199247423
45989 36936 513516356
15405 43557 749309048
58119 47320 991096908
24728 32611 12071492
48714 58170 287943341
11025 63501 575062077
58733 16301 893419505
23271 63487 876040801
48818 50604 627847433
43310 6710 854786708
46514 36149 98897943
18712 54854 753583739
66634 60849 302344449
55722 20218 748491818
65943 47994 392488422
69091 16738 281964729
66946 20071 295682188
19655 66201 950524707
42133 45109 122986406
60320 19080 133796739
49047 13947 448150314
43549 57314 582752547
42494 55780 482729119
16623 64002 70346077
1845 1428 588029806
33933 31697 146531686
47580 2061 984277086
2493 43884 488062699
12809 27874 859362427
12501 19471 538447318
58025 20291 16681405
26688 58768 721014311
58064 9513 879254228
60906 68120 327122658
27909 9581 328309863
52817 68388 856722919
45629 64645 282901185
18530 39842 753000410
28650 692 400565054
60433 63432 599806529
43794 19778 546383229
69008 32283 438783347
43402 24770 659038747
12816 63608 617520442
68036 59460 427312362
44210 2571 259686914
56707 27320 959633900
45092 31384 161741320
29361 68047 910336807
57268 14947 420724313
51244 16231 694536662
8652 5363 74757907
19147 59847 783568669
4545 9943 998635751
24297 52766 517967993
24090 9436 939962111
11493 55263 79264220
26530 41117 749319941
61497 8451 738094238
66720 37365 407223701
28046 3916 855187773
57085 62879 733105266
61154 44774 84156085
14392 25737 741071707
57409 21545 531610077
24799 735 810372666
22403 65439 673533411
17574 23258 917195354
55133 46583 695549755
24418 40490 343059143
40246 15827 201505762
37953 47472 209417219
62783 68943 189584329
17986 19945 612711709
40093 57038 141580808
23736 59916 573058279
6520 54855 802867115
15936 42872 864993350
29224 18772 842196934
60638 68673 452550516
15937 44281 689115882
20054 56715 172740141
896 59488 281628519
35237 55919 717684685
8299 63605 427536362
69528 64757 527385978
6488 43950 548600979
68193 44761 69170185
47029 34384 442540666
32263 13559 864701278
35005 21727 663129427
17052 46805 878781101
25065 41639 36330702
52750 14456 773554233
956 4472 300157617
67881 19479 535750378
28660 21628 221430522
66986 53169 224687951
38722 62886 106125626
24304 54976 54558474
60702 32686 667849181
64038 6645 155077741
24004 36787 902501390
8661 44574 914529940
42034 4181 84768797
4266 66511 917529713
18547 32416 248843766
60636 48169 729901079
29902 28687 163539826
14603 41153 333815887
53779 13938 628118044
27574 50398 875610287
62814 26444 353830365
19126 39462 207761525
47637 44422 117000533
31635 48793 436188242
60984 5040 17218639
12245 21007 620323061
36644 8845 497863257
67821 24504 947480406
8292 11116 668464921
42485 58319 953449306
67740 34761 710278220
9560 57484 656640339
60327 61048 619173561
58220 38020 948259849
12053 20442 852286094
38306 23119 686298981
48550 17903 55128374
45073 42076 23756556
24150 21063 732992351
61816 47512 133245052
5787 49914 653642093
25242 26807 449899647
60332 6797 42289178
17412 4831 840691427
12936 23394 337749336
34017 11594 532835267
8643 11473 404716264
39323 49891 139153340
11775 27598 125703389
49479 59273 17989173
54335 21 11854792
43658 60502 326923829
27329 1620 90703871
5303 57286 496897458
62688 60634 560197713
31839 48893 837268252
18650 44090 530674260
6339 43686 64287274
44357 6846 531962287
22943 19438 582723576
5803 15815 300814430
64879 66422 421491109
59306 5245 145460395
56530 24227 183318006
44635 64774 690538836
2660 41979 618274110
35944 66103 365253323
63833 27306 582032407
52491 49935 395071890
39275 7271 929027659
66797 38332 727738884
37484 25447 961912638
69862 34206 25542380
58586 41100 799351394
21722 4257 163325196
23169 7413 635613234
52980 26669 459118931
21821 11321 947372719
53268 9702 490393303
68933 27306 763891679
51782 2723 966039157
56875 50515 49921535
66774 68428 497036281
30611 23376 461195372
3155 14884 999655446
5511 69054 761020371
55332 2637 184759088
40369 5072 766465541
65879 28678 355136229
31863 45516 439790495
15521 21101 951180314
41163 66893 628330656
48560 4587 737292552
58475 24686 548869288
32568 49647 554434392
50976 21422 554684546
21670 44543 551308366
458 38835 783286393
2159 20353 348483874
36011 65665 803334741
23896 48721 954097012
48034 12324 352411652
54867 42204 7697118
24319 47591 948398400
803 33710 148211155
53013 32045 148247869
15658 66278 653828014
25056 65239 860553545
31462 42314 69741776
40790 27534 45377216
38905 31660 702048045
1834 15074 623007355
51050 38043 835790444
19088 22290 857574339
52742 21201 272282594
49954 6114 737625575
51582 19757 63647755
29723 11033 774424512
53964 42563 630794235
18108 55299 770624327
44598 61624 655810449
10490 46429 900560802
55794 25314 742497612
39029 8624 221083537
64795 9438 989225497
16911 13624 12080255
54025 44881 466499202
56107 21939 787047969
39876 21871 624155842
52465 10485 440658563
66023 66701 93204530
48643 30886 613991623
64133 17124 568512052
41252 65243 969060151
2208 52932 303977864
22842 18686 969627977
12823 49433 948087458
8290 2294 351556579
38756 11773 107610555
42398 32976 277313574
38011 13607 695872658
28037 54220 19511443
41989 1107 904248405
50520 39187 515602666
62993 14267 553583437
57885 3633 566551537
16234 17533 431612459
31196 38290 606278233
27807 63023 412184424
2169 14676 718957893
63632 42425 303922743
9518 32059 469348252
43542 62359 559879995
63372 50960 695350201
68735 20755 484062020
2392 48512 990278029
589 6926 116834478
52664 11972 68492535
48085 50436 679027135
69382 68852 536259031
38106 27965 661615671
15724 41590 335256194
64188 34481 641576733
61383 42243 548841085
34644 11440 414041204
21351 28510 375978684
6571 46608 804322842
64612 51253 638356687
5339 31831 803229872
43779 59958 766834807
16107 44478 434028531
46529 45941 500979023
65714 56293 367327943
42159 21425 852291377
61824 34826 592755635
67350 49780 699158558
27360 15039 464301349
20787 56896 341284781
52099 68566 930190878
61932 22055 703654385
45214 47925 751616894
2766 64948 11113430
20823 26992 463880240
11410 64402 8450682
23157 51106 908111326
60254 33972 92235588
27410 20507 222284017
58049 1681 112428653
25758 67389 986748224
59103 19018 696903804
26102 46089 789154619
4874 59634 76414860
44413 22160 305408674
31671 25808 651023583
54779 69129 965230110
6408 57707 615838283
32153 43691 908430236
65925 63680 18149914
59202 63883 986051395
50913 55736 275532731
56618 67424 168780672
36189 60445 482216896
50842 14556 434139843
45051 56686 203621750
34113 44171 482778448
4108 7351 231157094
47430 52811 330682742
67936 44447 938525591
3872 9665 608317375
57771 43041 879584411
11554 52609 58608727
58052 34437 887370866
7275 57691 760412229
2903 756 408082024
44381 52013 194099361
58521 23624 583892357
33103 54578 490137025
23276 17766 477008072
69015 55491 987873021
41874 24469 925492062
69507 7984 152137238
21357 64321 741110000
45361 40294 614745893
2434 45350 897150835
2711 10764 415433174
41272 7030 465134266
32552 66101 488807310
15483 45246 442339571
54419 45766 6226914
45073 59694 817040129
27837 32021 921301636
17506 49803 216512461
36940 24331 743351343
17336 14581 22137939
25457 65189 855268051
7424 57028 610458908
49889 19419 27212985
17378 44871 550668279
10794 24801 886449803
35123 23470 439769115
53955 18828 338220297
42403 25546 57464995
34345 50879 965121309
22604 8890 810278271
60011 53647 210442839
15373 47293 245007171
68575 12599 295737612
67599 48553 137921133
44147 48521 403589764
557 47693 989634370
19187 44812 793636323
24889 29024 284740465
43981 42107 881001130
47607 31872 615648788
64850 11964 590236342
20738 44431 902940907
32084 6276 984219092
41153 49038 892549961
64246 57389 229643926
27123 62169 570386608
16870 28309 568577554
44005 46576 324181592
60821 56145 278166946
13720 21679 340573225
55782 2485 874496982
2849 61045 279569549
58692 22774 640037010
66364 13129 434657980
310 30028 840587608
60456 49937 593826747
34295 63387 886050304
10827 25792 17087779
48330 14652 550820756
13618 29674 482587628
2503 49853 670179231
12665 20004 381048068
29332 20339 180072411
3521 51630 533309669
45476 21977 825931373
35379 64449 46889361
69598 7754 406232996
6223 63142 719308323
44639 11829 242299961
36853 1880 807286789
48966 22611 930392678
1914 48459 155518464
18568 64241 121736680
5341 53611 421230468
43520 45275 343489864
6613 49816 867156785
35263 7248 677989209
24033 26115 576731720
65791 5056 686632535
58934 51244 553541046
48560 69826 240670958
34580 15123 434073769
14548 64640 49545498
33422 25542 833808413
48043 66843 27734951
28658 43253 400834204
33792 26149 400609930
33847 17191 308949541
65768 21938 886138313
